"StateName","Org_ID","Name","Phone","Ext"
"Arizona","331","United National Life Insurance Company of America","8002078050",""
"Idaho","331","United National Life Insurance Company of America","8003236907",""
"Illinois","331","United National Life Insurance Company of America","8002078050",""
"Kansas","331","United National Life Insurance Company of America","8002078050",""
"Missouri","331","United National Life Insurance Company of America","8478035252",""
"North Dakota","331","United National Life Insurance Company of America","8002078050",""
"Nebraska","331","United National Life Insurance Company of America","8002078050",""
"New Mexico","331","United National Life Insurance Company of America","8002078050",""
"Tennessee","331","United National Life Insurance Company of America","8478035252",""
"Texas - Eastern & Southern","331","United National Life Insurance Company of America","8002078050",""
"Texas - Northern & Western","331","United National Life Insurance Company of America","8002078050",""
"West Virginia","331","United National Life Insurance Company of America","8478035252",""
"Arkansas","333","United Teacher Associates Insurance Company","8008808824",""
"Indiana","333","United Teacher Associates Insurance Company","8008808824",""
"Michigan","333","United Teacher Associates Insurance Company","8008808824",""
"Missouri","333","United Teacher Associates Insurance Company","8664594272",""
"Mississippi","333","United Teacher Associates Insurance Company","8664594272",""
"New Mexico","333","United Teacher Associates Insurance Company","8008808824",""
"Oklahoma","333","United Teacher Associates Insurance Company","8008808824",""
"South Carolina","333","United Teacher Associates Insurance Company","8008808824",""
"Arizona","335","Universal Fidelity Life Insurance Co","8003668354",""
"New Mexico","335","Universal Fidelity Life Insurance Co","8664965881",""
"Oklahoma","335","Universal Fidelity Life Insurance Co","8003668354",""
"Texas - Eastern & Southern","335","Universal Fidelity Life Insurance Co","8003668354",""
"Texas - Northern & Western","335","Universal Fidelity Life Insurance Co","8003668354",""
"Washington","335","Universal Fidelity Life Insurance Co","8662059120",""
"Alaska","338","USAA Life Insurance Co","8005318722",""
"Alabama","338","USAA Life Insurance Co","8005158687",""
"Arkansas","338","USAA Life Insurance Co","8005318000",""
"Arizona","338","USAA Life Insurance Co","8005318722",""
"California - Northern & Central","338","USAA Life Insurance Co","8005318722",""
"California - Southern","338","USAA Life Insurance Co","8005318722",""
"Colorado","338","USAA Life Insurance Co","8005318722",""
"Connecticut","338","USAA Life Insurance Co","8005318000",""
"District of Columbia","338","USAA Life Insurance Co","8005318000",""
"Delaware","338","USAA Life Insurance Co","8005158687",""
"Florida - Northern","338","USAA Life Insurance Co","8005378722",""
"Florida - Southern","338","USAA Life Insurance Co","8005378722",""
"Georgia","338","USAA Life Insurance Co","8005318080",""
"Hawaii","338","USAA Life Insurance Co","8005318722",""
"Iowa","338","USAA Life Insurance Co","8005318722",""
"Idaho","338","USAA Life Insurance Co","8005318535",""
"Illinois","338","USAA Life Insurance Co","8005318722",""
"Indiana","338","USAA Life Insurance Co","8008458026",""
"Kansas","338","USAA Life Insurance Co","8005318000",""
"Kentucky","338","USAA Life Insurance Co","8005158687",""
"Louisiana","338","USAA Life Insurance Co","8005318722",""
"Maryland","338","USAA Life Insurance Co","8005318000",""
"Maine","338","USAA Life Insurance Co","8005318000",""
"Michigan","338","USAA Life Insurance Co","8005158687",""
"Missouri","338","USAA Life Insurance Co","8005158687",""
"Mississippi","338","USAA Life Insurance Co","8774299571",""
"Montana","338","USAA Life Insurance Co","8005318722",""
"North Carolina","338","USAA Life Insurance Co","8005318722",""
"North Dakota","338","USAA Life Insurance Co","2104988000",""
"Nebraska","338","USAA Life Insurance Co","8005318722",""
"New Hampshire","338","USAA Life Insurance Co","8005318000",""
"New Mexico","338","USAA Life Insurance Co","8005318000",""
"Nevada","338","USAA Life Insurance Co","8005318722",""
"Ohio - Western & Southern","338","USAA Life Insurance Co","8005318722",""
"Ohio - Eastern","338","USAA Life Insurance Co","8005318722",""
"Oklahoma","338","USAA Life Insurance Co","8005318722",""
"Oregon","338","USAA Life Insurance Co","8005158687",""
"Pennsylvania","338","USAA Life Insurance Co","8005318000",""
"Rhode Island","338","USAA Life Insurance Co","8005318722",""
"South Carolina","338","USAA Life Insurance Co","8005318722",""
"South Dakota","338","USAA Life Insurance Co","8005316399",""
"Tennessee","338","USAA Life Insurance Co","8005318000",""
"Texas - Eastern & Southern","338","USAA Life Insurance Co","8005318722",""
"Texas - Northern & Western","338","USAA Life Insurance Co","8005318722",""
"Utah","338","USAA Life Insurance Co","8005318722",""
"Virginia","338","USAA Life Insurance Co","8005318722",""
"Vermont","338","USAA Life Insurance Co","8005318000",""
"Washington","338","USAA Life Insurance Co","8002928556",""
"West Virginia","338","USAA Life Insurance Co","8005318000",""
"Wyoming","338","USAA Life Insurance Co","8005318000",""
"Michigan","341","Washington National Insurance Co","8007597007",""
"Mississippi","341","Washington National Insurance Co","8005412254",""
"Washington","342","Washington State Health Care Authority (Blue Cross Plans)","8007526663",""
"Iowa","343","Wellmark Blue Cross Blue Shield Of Iowa","8003360505",""
"South Dakota","346","Wellmark Blue Cross Blue Shield of South Dakota","8003360505",""
"Arizona","347","Western Mutual Insurance Co","8007485340",""
"New Mexico","347","Western Mutual Insurance Co","8007485340",""
"Michigan","348","Wisconsin Physicans Service Insurance Corporation","8003568051",""
"Wisconsin","348","Wisconsin Physicans Service Insurance Corporation","8002361448",""
"Alabama","349","World Insurance Co","8668919365",""
"Arkansas","349","World Insurance Co","4024968000",""
"Iowa","349","World Insurance Co","8668919365",""
"Illinois","349","World Insurance Co","8668919365",""
"Indiana","349","World Insurance Co","8008229993",""
"Kentucky","349","World Insurance Co","8668919365",""
"Louisiana","349","World Insurance Co","8668919365",""
"Michigan","349","World Insurance Co","8664812220",""
"Missouri","349","World Insurance Co","8007867557",""
"Mississippi","349","World Insurance Co","8007867557",""
"North Carolina","349","World Insurance Co","8008229993",""
"North Dakota","349","World Insurance Co","",""
"New Mexico","349","World Insurance Co","8887553065",""
"Nevada","349","World Insurance Co","8668919365",""
"Oklahoma","349","World Insurance Co","5152452295",""
"Oregon","349","World Insurance Co","8668919365",""
"Pennsylvania","349","World Insurance Co","8008229993",""
"South Dakota","349","World Insurance Co","8668919635",""
"Tennessee","349","World Insurance Co","8007867557",""
"Texas - Eastern & Southern","349","World Insurance Co","8668919365",""
"Texas - Northern & Western","349","World Insurance Co","8668919365",""
"West Virginia","349","World Insurance Co","8002472190",""
"Wyoming","349","World Insurance Co","8007867557",""
"Alabama","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8662059120",""
"Arkansas","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Arizona","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"California - Northern & Central","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"California - Southern","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Colorado","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Connecticut","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007972643",""
"Delaware","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Florida - Northern","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Florida - Southern","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Hawaii","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Iowa","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8662059120",""
"Idaho","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Kansas","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","3193988511",""
"Kentucky","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Massachusetts","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Maine","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8662059120",""
"Michigan","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007972643",""
"Missouri","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Mississippi","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8003155717",""
"North Carolina","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8662059120",""
"North Dakota","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","3193558511",""
"Nebraska","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8884809068",""
"New Hampshire","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"New Mexico","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8662059120",""
"Oregon","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Pennsylvania","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Rhode Island","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"South Carolina","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Tennessee","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8002471771",""
"Texas - Eastern & Southern","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Texas - Northern & Western","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Utah","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","4102095615",""
"Washington","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8662059120",""
"West Virginia","355","Transamerica Life Insurance Company (formerly PFL Life Insurance Company)","8007529797",""
"Arizona","560","Oxford Life Insurance Company","8774693073",""
"California - Northern & Central","560","Oxford Life Insurance Company","8003082318",""
"California - Southern","560","Oxford Life Insurance Company","8003082318",""
"Colorado","560","Oxford Life Insurance Company","8774693073",""
"Iowa","560","Oxford Life Insurance Company","8003082318",""
"Idaho","560","Oxford Life Insurance Company","8003082318",""
"Kansas","560","Oxford Life Insurance Company","8003082318",""
"Maryland","560","Oxford Life Insurance Company","8774693073",""
"Michigan","560","Oxford Life Insurance Company","8003082318",""
"Missouri","560","Oxford Life Insurance Company","8774693073","4"
"Mississippi","560","Oxford Life Insurance Company","8774693073",""
"Montana","560","Oxford Life Insurance Company","6022636666",""
"North Carolina","560","Oxford Life Insurance Company","8003082318",""
"North Dakota","560","Oxford Life Insurance Company","6022636666",""
"Nebraska","560","Oxford Life Insurance Company","8666419999",""
"Nevada","560","Oxford Life Insurance Company","8003082318",""
"Oregon","560","Oxford Life Insurance Company","8003082318",""
"Pennsylvania","560","Oxford Life Insurance Company","8003082318",""
"South Carolina","560","Oxford Life Insurance Company","8887573732","4431"
"Tennessee","560","Oxford Life Insurance Company","8003082318",""
"Texas - Eastern & Southern","560","Oxford Life Insurance Company","8003082318",""
"Texas - Northern & Western","560","Oxford Life Insurance Company","8003082318",""
"Alaska","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Alabama","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Arkansas","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Arizona","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"California - Northern & Central","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"California - Southern","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Colorado","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Connecticut","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"District of Columbia","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Delaware","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Florida - Northern","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Florida - Southern","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Georgia","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Guam","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Hawaii","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Iowa","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Idaho","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Illinois","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Indiana","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Kansas","775","AARP HealthCare Options (United Healthcare Insurance Company)","8778327734",""
"Kentucky","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Louisiana","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Massachusetts","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Maryland","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Maine","775","AARP HealthCare Options (United Healthcare Insurance Company)","8002451212",""
"Michigan","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Minnesota","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Missouri","775","AARP HealthCare Options (United Healthcare Insurance Company)","8002722146",""
"Mississippi","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Montana","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"North Carolina","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"North Dakota","775","AARP HealthCare Options (United Healthcare Insurance Company)","8778327734",""
"Nebraska","775","AARP HealthCare Options (United Healthcare Insurance Company)","8002840626",""
"New Hampshire","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"New Jersey","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"New Mexico","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Nevada","775","AARP HealthCare Options (United Healthcare Insurance Company)","8007681479",""
"New York - Upstate","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"New York - New York City Vicinity","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Ohio - Western & Southern","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Ohio - Eastern","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Oklahoma","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Oregon","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Pennsylvania","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Puerto Rico","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Rhode Island","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"South Carolina","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Tennessee","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Texas - Eastern & Southern","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Texas - Northern & Western","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Utah","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Virginia","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Vermont","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Washington","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Wisconsin","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"West Virginia","775","AARP HealthCare Options (United Healthcare Insurance Company)","8005235800",""
"Wyoming","775","AARP HealthCare Options (United Healthcare Insurance Company)","8002722146",""
"Illinois","944","Country Life Insurance Company","8668564760",""
"Michigan","944","Country Life Insurance Company","8882112555",""
"Alaska","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Alabama","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Arkansas","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","3123966000",""
"Arizona","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"California - Northern & Central","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"California - Southern","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Colorado","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Connecticut","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Delaware","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Florida - Northern","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Florida - Southern","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Hawaii","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Iowa","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Idaho","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Illinois","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Indiana","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Kansas","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8005234000",""
"Kentucky","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Louisiana","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Maryland","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Maine","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Michigan","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8778778052",""
"Minnesota","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Missouri","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Montana","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"North Carolina","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"North Dakota","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","2159288000",""
"Nebraska","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8778778052",""
"New Hampshire","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"New Jersey","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"New Mexico","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Nevada","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Ohio - Western & Southern","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Ohio - Eastern","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Oklahoma","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Oregon","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Pennsylvania","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Rhode Island","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"South Dakota","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8778778052",""
"Tennessee","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Texas - Eastern & Southern","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Texas - Northern & Western","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Utah","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Virginia","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Vermont","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Washington","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Wisconsin","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"West Virginia","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Wyoming","945","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","8008002254",""
"Alabama","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Arkansas","950","Bankers Fidelity Life Insurance Co","8664587500",""
"Arizona","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Colorado","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Delaware","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Georgia","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Iowa","950","Bankers Fidelity Life Insurance Co","8664587500",""
"Idaho","950","Bankers Fidelity Life Insurance Co","8664587500",""
"Illinois","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Indiana","950","Bankers Fidelity Life Insurance Co","8004587500",""
"Kansas","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Kentucky","950","Bankers Fidelity Life Insurance Co","8664587505",""
"Louisiana","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Maryland","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Michigan","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Missouri","950","Bankers Fidelity Life Insurance Co","8664587500",""
"Montana","950","Bankers Fidelity Life Insurance Co","8002411439",""
"North Carolina","950","Bankers Fidelity Life Insurance Co","8002411439",""
"North Dakota","950","Bankers Fidelity Life Insurance Co","4042665600",""
"Nebraska","950","Bankers Fidelity Life Insurance Co","8664587504",""
"New Jersey","950","Bankers Fidelity Life Insurance Co","8886746225",""
"New Mexico","950","Bankers Fidelity Life Insurance Co","8664587505",""
"Nevada","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Ohio - Western & Southern","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Ohio - Eastern","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Oklahoma","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Pennsylvania","950","Bankers Fidelity Life Insurance Co","8002411439",""
"South Carolina","950","Bankers Fidelity Life Insurance Co","8664587500",""
"South Dakota","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Tennessee","950","Bankers Fidelity Life Insurance Co","8664587500",""
"Texas - Eastern & Southern","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Texas - Northern & Western","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Virginia","950","Bankers Fidelity Life Insurance Co","8002411439",""
"West Virginia","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Wyoming","950","Bankers Fidelity Life Insurance Co","8002411439",""
"Arkansas","953","Standard Life and Accident Insurance Company","8883501488",""
"Arizona","953","Standard Life and Accident Insurance Company","8883501488",""
"California - Northern & Central","953","Standard Life and Accident Insurance Company","8883501488",""
"California - Southern","953","Standard Life and Accident Insurance Company","8883501488",""
"Colorado","953","Standard Life and Accident Insurance Company","8883501488",""
"Delaware","953","Standard Life and Accident Insurance Company","8668617304",""
"Georgia","953","Standard Life and Accident Insurance Company","4097634661",""
"Iowa","953","Standard Life and Accident Insurance Company","8882901085",""
"Idaho","953","Standard Life and Accident Insurance Company","8883501488",""
"Illinois","953","Standard Life and Accident Insurance Company","8883501488",""
"Indiana","953","Standard Life and Accident Insurance Company","8883501488",""
"Kansas","953","Standard Life and Accident Insurance Company","8885195819",""
"Kentucky","953","Standard Life and Accident Insurance Company","8883501488",""
"Louisiana","953","Standard Life and Accident Insurance Company","8883501488",""
"Maryland","953","Standard Life and Accident Insurance Company","8882901085",""
"Michigan","953","Standard Life and Accident Insurance Company","8883501488",""
"Missouri","953","Standard Life and Accident Insurance Company","8883501488",""
"Mississippi","953","Standard Life and Accident Insurance Company","8883501488",""
"Montana","953","Standard Life and Accident Insurance Company","8883501488",""
"North Carolina","953","Standard Life and Accident Insurance Company","8882901085",""
"North Dakota","953","Standard Life and Accident Insurance Company","4097632466",""
"Nebraska","953","Standard Life and Accident Insurance Company","8883501488",""
"New Mexico","953","Standard Life and Accident Insurance Company","8883501488",""
"Nevada","953","Standard Life and Accident Insurance Company","8883501488",""
"Ohio - Western & Southern","953","Standard Life and Accident Insurance Company","8883501488",""
"Ohio - Eastern","953","Standard Life and Accident Insurance Company","8883501488",""
"Oklahoma","953","Standard Life and Accident Insurance Company","8883501488",""
"Oregon","953","Standard Life and Accident Insurance Company","8883501488",""
"Pennsylvania","953","Standard Life and Accident Insurance Company","8882901085",""
"South Carolina","953","Standard Life and Accident Insurance Company","8883501488",""
"South Dakota","953","Standard Life and Accident Insurance Company","8882901085","3607"
"Tennessee","953","Standard Life and Accident Insurance Company","8883501488",""
"Texas - Eastern & Southern","953","Standard Life and Accident Insurance Company","8883501488",""
"Texas - Northern & Western","953","Standard Life and Accident Insurance Company","8883501488",""
"Utah","953","Standard Life and Accident Insurance Company","8883501488",""
"Virginia","953","Standard Life and Accident Insurance Company","8882901085",""
"Washington","953","Standard Life and Accident Insurance Company","8882901085",""
"Wisconsin","953","Standard Life and Accident Insurance Company","8883501488",""
"West Virginia","953","Standard Life and Accident Insurance Company","8008996806",""
"Wyoming","953","Standard Life and Accident Insurance Company","8882901085",""
"Arizona","955","Blue Cross Blue Shield of Arizona","8882884398",""
"Nebraska","956","Central States Health & Life Co Of Omaha","8556645517",""
"Nevada","956","Central States Health & Life Co Of Omaha","8666443988",""
"Alabama","957","Combined Insurance Company of America","8552789329",""
"Arkansas","957","Combined Insurance Company of America","8002254500",""
"Arizona","957","Combined Insurance Company of America","8552789329",""
"California - Northern & Central","957","Combined Insurance Company of America","8005445531",""
"California - Southern","957","Combined Insurance Company of America","8005445531",""
"Colorado","957","Combined Insurance Company of America","8552789329",""
"Connecticut","957","Combined Insurance Company of America","8552789329",""
"Idaho","957","Combined Insurance Company of America","8005445531",""
"Illinois","957","Combined Insurance Company of America","8552789329",""
"Indiana","957","Combined Insurance Company of America","8005445531",""
"Kansas","957","Combined Insurance Company of America","8002254500",""
"Kentucky","957","Combined Insurance Company of America","8005445531",""
"Louisiana","957","Combined Insurance Company of America","8005445531",""
"Maine","957","Combined Insurance Company of America","8005445531",""
"Michigan","957","Combined Insurance Company of America","8004901322",""
"Minnesota","957","Combined Insurance Company of America","8005445531",""
"Missouri","957","Combined Insurance Company of America","8005445531",""
"Mississippi","957","Combined Insurance Company of America","8005445531",""
"Montana","957","Combined Insurance Company of America","8005445531",""
"North Carolina","957","Combined Insurance Company of America","8552789329",""
"North Dakota","957","Combined Insurance Company of America","8479532025",""
"Nebraska","957","Combined Insurance Company of America","8005445531",""
"New Hampshire","957","Combined Insurance Company of America","8005445531",""
"New Jersey","957","Combined Insurance Company of America","8552789329",""
"New Mexico","957","Combined Insurance Company of America","8005445531","3"
"Nevada","957","Combined Insurance Company of America","8005445531",""
"Ohio - Western & Southern","957","Combined Insurance Company of America","8005445531",""
"Ohio - Eastern","957","Combined Insurance Company of America","8005445531",""
"Oklahoma","957","Combined Insurance Company of America","8552789329",""
"Oregon","957","Combined Insurance Company of America","8005445531",""
"Pennsylvania","957","Combined Insurance Company of America","8005445531",""
"Rhode Island","957","Combined Insurance Company of America","8005445531",""
"South Carolina","957","Combined Insurance Company of America","8005445531",""
"South Dakota","957","Combined Insurance Company of America","8005445531",""
"Tennessee","957","Combined Insurance Company of America","8004901322",""
"Texas - Eastern & Southern","957","Combined Insurance Company of America","8005445531",""
"Texas - Northern & Western","957","Combined Insurance Company of America","8005445531",""
"Virginia","957","Combined Insurance Company of America","8005445531",""
